@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}

@data
15231,'2016/10/08 15:58:56:924',548,328.747009,335.845886,55.457466,325.930664,306.33075,61.217854,351.827423,358.268127,57.183102,386.693176,362.844269,55.926285,418.136108,354.69751,54.268883,24
15232,'2016/10/08 15:58:56:974',548,328.194153,335.466614,55.460957,325.719482,306.283997,61.256851,351.654114,358.299805,57.219349,386.532562,362.855438,55.964455,417.993195,354.651184,54.31913,24
15233,'2016/10/08 15:58:57:026',548,327.530365,335.203796,55.492065,325.169373,306.255981,61.306862,351.265015,358.534485,57.288685,386.1828,363.020844,56.041393,417.631561,354.711792,54.409264,24
15234,'2016/10/08 15:58:57:074',548,328.907043,336.380798,55.545563,324.201508,306.868561,61.384285,351.022949,359.501038,57.272102,385.970062,363.557556,56.136395,417.317627,355.2146,54.455227,24
15235,'2016/10/08 15:58:57:125',548,328.767822,336.265076,55.526695,324.190399,306.631927,61.398983,350.853821,359.483551,57.273006,385.766937,363.520386,56.174774,417.125519,355.306671,54.450306,24
15236,'2016/10/08 15:58:57:176',548,328.920654,336.54187,55.500984,324.665863,307.20813,61.402252,351.235962,359.916077,57.244896,386.099854,364.127136,56.087505,417.418396,355.795807,54.396172,24
15237,'2016/10/08 15:58:57:224',548,330.215302,337.450928,55.483681,324.880035,308.079712,61.405109,351.51593,360.511414,57.181961,386.373688,364.410278,56.121887,417.709137,356.235779,54.358406,24
15238,'2016/10/08 15:58:57:274',548,330.20694,337.672668,55.440186,325.326355,308.825623,61.373047,351.551025,360.899719,57.13232,386.454803,365.151825,55.929745,417.791168,356.650513,54.321564,24
15239,'2016/10/08 15:58:57:324',548,330.117554,337.805695,55.427204,325.771729,309.457947,61.352886,351.697784,361.30072,57.101818,386.60141,365.719727,55.835197,417.865997,357.037933,54.292568,24
15240,'2016/10/08 15:58:57:374',548,331.253662,339.358612,55.447914,326.572998,310.969788,61.411098,352.589874,362.901428,57.016411,387.505951,367.183411,55.736984,418.555389,358.32074,54.226608,24
15241,'2016/10/08 15:58:57:426',548,334.647491,342.638611,55.421413,326.823029,312.623352,61.408176,352.765778,364.500763,56.880966,387.681671,368.597107,55.65638,418.781525,359.698975,54.147282,24
15242,'2016/10/08 15:58:57:476',548,336.355591,344.150848,55.36795,327.023193,313.381165,61.284584,352.150452,364.789551,56.884583,387.140411,369.058105,55.615742,418.382446,360.226685,54.1096,24
15243,'2016/10/08 15:58:57:524',548,338.444824,345.753723,55.404068,326.736694,312.52597,61.284485,350.941956,364.32193,56.993584,386.005432,368.976868,55.633034,417.442688,360.255524,54.142204,24
15244,'2016/10/08 15:58:57:574',548,338.754333,346.064453,55.38586,326.46701,311.772888,61.31076,349.940033,363.891235,57.030586,384.998322,368.830017,55.626793,416.616608,360.163574,54.17038,24
15245,'2016/10/08 15:58:57:625',548,338.812073,346.104004,55.354942,326.214783,311.005157,61.331703,348.829224,363.336182,57.056534,383.849884,368.557861,55.630089,415.648834,359.983948,54.203346,24
15246,'2016/10/08 15:58:57:675',548,338.680756,346.014618,55.342789,325.97702,310.575867,61.358002,348.042175,362.92511,57.110931,383.101105,368.372833,55.633797,414.956848,359.877167,54.216766,24
15247,'2016/10/08 15:58:57:724',548,338.614014,345.963257,55.326454,325.913574,310.253906,61.391754,347.6073,362.795197,57.092686,382.616974,368.271729,55.63858,414.573212,359.798584,54.241455,24
15248,'2016/10/08 15:58:57:775',548,338.11142,345.717316,55.289639,326.537598,310.06189,61.433434,348.407837,362.782593,57.068405,383.294647,368.018097,55.7145,415.268311,359.660706,54.242767,24
15249,'2016/10/08 15:58:57:827',548,338.018066,345.513245,55.268837,325.938721,309.49707,61.519432,348.154938,362.300812,57.189548,383.13858,367.742096,55.754097,415.177917,359.433014,54.27309,24
15250,'2016/10/08 15:58:57:876',548,337.888062,345.362488,55.22998,325.661743,308.946686,61.608597,348.272644,362.074036,57.20575,383.277313,367.537598,55.749058,415.312805,359.25293,54.259052,24
15251,'2016/10/08 15:58:57:926',548,337.250427,344.866699,55.182438,324.98999,308.130585,61.607422,347.77417,361.267151,57.327564,382.911163,367.033752,55.765266,415.00412,358.807556,54.271103,24
15252,'2016/10/08 15:58:57:975',548,336.885529,344.640594,55.160595,324.631073,307.911926,61.597641,347.349609,360.812988,57.422359,382.561707,366.801849,55.792721,414.722656,358.630859,54.288338,24
15253,'2016/10/08 15:58:58:025',548,336.544678,344.424927,55.137119,324.007782,308.225372,61.61301,346.931244,360.463959,57.463879,382.113953,366.547729,55.839485,414.37265,358.439514,54.322701,24
15254,'2016/10/08 15:58:58:075',548,336.237305,344.233154,55.124374,323.56366,308.229248,61.626648,346.407227,360.064331,57.577499,381.637268,366.348114,55.895061,414.002167,358.311157,54.353123,24
15255,'2016/10/08 15:58:58:126',548,335.517395,343.832153,55.125862,322.980713,308.128235,61.610252,345.611603,359.471008,57.697025,380.904053,365.992554,55.957489,413.386566,358.050751,54.395466,24
15256,'2016/10/08 15:58:58:180',548,335.034363,343.639771,55.114288,322.630341,308.167664,61.59594,345.226868,359.327606,57.693417,380.470917,365.833649,55.981709,413.015839,357.949585,54.412281,24
15257,'2016/10/08 15:58:58:227',548,334.487,343.409424,55.105427,322.40213,308.051453,61.595116,345.00415,359.153687,57.704327,380.223724,365.670197,56.005245,412.80188,357.820984,54.43092,24
15258,'2016/10/08 15:58:58:276',548,331.955261,342.378967,55.031963,323.671021,308.534241,61.580509,346.419037,359.416321,57.60482,381.531189,365.711609,55.91431,413.973785,357.829346,54.301323,24
15259,'2016/10/08 15:58:58:328',548,330.84198,341.635132,54.987663,324.222504,308.445313,61.548359,347.40329,359.341797,57.551922,382.383484,364.776978,56.164627,414.872009,357.555115,54.266918,24
15260,'2016/10/08 15:59:00:486',549,477.979004,356.400146,56.941769,465.637512,318.637085,62.287048,490.935852,382.340027,54.825909,523.731445,385.029449,52.868591,549.009277,373.498535,51.804996,24
15261,'2016/10/08 15:59:00:544',549,481.253998,356.281677,56.73328,465.957458,318.308655,62.147194,490.920868,382.463745,54.758167,523.650696,385.079895,52.820873,548.752319,373.513,51.752201,24
15262,'2016/10/08 15:59:00:598',549,481.899597,357.236816,56.614655,465.348602,318.940063,62.046761,491.173828,383.638947,54.569366,523.899475,385.794312,52.762337,548.657593,374.143677,51.656895,24
15263,'2016/10/08 15:59:00:644',549,482.399445,357.228455,56.521412,465.453918,318.766541,61.940147,490.99527,384.094543,54.498177,523.720276,386.136353,52.706787,548.382019,374.445679,51.612556,24
15264,'2016/10/08 15:59:00:695',549,483.873962,356.554749,56.419178,466.291504,317.764221,61.859406,490.653168,383.753479,54.407539,523.368408,385.772552,52.686485,547.945923,374.168365,51.584751,24
15265,'2016/10/08 15:59:00:744',549,485.9599,355.901062,56.122253,467.145996,316.51355,61.735863,490.020935,382.86615,54.423477,522.787537,384.978821,52.710217,547.492249,373.585938,51.587883,24
15266,'2016/10/08 15:59:00:795',549,481.626068,355.165741,56.42297,467.570038,316.356995,61.664585,489.673401,382.651215,54.395958,522.516968,384.908386,52.544315,547.156677,373.4758,51.517159,24
15267,'2016/10/08 15:59:00:844',549,478.585144,354.32428,56.636974,467.441528,315.643555,61.622467,488.278534,381.968414,54.254856,521.081604,384.410583,52.394733,545.780518,372.971588,51.459381,24
15268,'2016/10/08 15:59:00:895',549,477.506104,353.685181,56.699547,467.295593,314.97464,61.609398,487.376953,381.523743,54.157326,520.086548,384.018311,52.363907,544.819092,372.625549,51.426613,24
15269,'2016/10/08 15:59:00:944',549,476.251801,353.035583,56.707924,467.054382,314.408142,61.535679,486.098297,381.07074,54.251698,518.922852,383.7276,52.368645,543.844116,372.427612,51.414116,24
15270,'2016/10/08 15:59:00:999',549,475.306,352.458008,56.684784,466.867462,313.970398,61.465023,485.228943,380.615753,54.349014,518.093811,383.369568,52.445671,543.269592,372.159821,51.424046,24
15271,'2016/10/08 15:59:01:047',549,474.758606,351.964294,56.636524,466.724274,313.675354,61.403618,485.053406,380.217377,54.374874,517.939026,383.019226,52.45377,543.170654,371.810425,51.418732,24
15272,'2016/10/08 15:59:01:097',549,474.25415,351.874481,56.623375,466.517365,313.726624,61.402187,484.769104,380.10968,54.385189,517.686707,382.916077,52.454906,542.942017,371.700409,51.404835,24
15273,'2016/10/08 15:59:01:147',549,473.872498,351.832153,56.611343,466.311279,313.731934,61.395515,484.46344,380.102234,54.363712,517.394165,382.900757,52.438774,542.669922,371.670929,51.407001,24
15274,'2016/10/08 15:59:01:195',549,473.479218,351.803101,56.604214,466.134277,313.790283,61.391224,484.091278,380.140778,54.362339,517.023438,382.975372,52.422512,542.337769,371.715576,51.410728,24
15275,'2016/10/08 15:59:01:243',549,472.654785,351.433838,56.604118,466.036896,313.67157,61.358929,483.611053,379.998535,54.543083,516.615295,382.868378,52.559689,542.059937,371.661011,51.431377,24
15276,'2016/10/08 15:59:01:294',549,472.090393,351.201721,56.566368,465.309631,313.438904,61.306713,483.360443,379.790466,54.523849,516.40387,382.617981,52.550491,541.932983,371.356842,51.536118,24
15277,'2016/10/08 15:59:01:344',549,471.528351,351.086395,56.550148,465.11853,313.238495,61.284767,483.12326,379.628418,54.562191,516.161865,382.481567,52.585629,541.760559,371.209778,51.572578,24
15278,'2016/10/08 15:59:01:397',549,470.6521,351.071533,56.600479,464.407013,312.991669,61.327213,482.328918,379.39386,54.667664,515.43219,382.299408,52.645168,541.129272,370.976959,51.67905,24
15279,'2016/10/08 15:59:01:447',549,470.013336,351.148804,56.795528,461.911163,312.394348,61.533062,479.607086,379.044678,54.76104,512.729431,381.959686,52.807072,538.241333,370.616943,51.828701,24
15280,'2016/10/08 15:59:01:496',549,471.112457,351.409088,56.75415,461.449188,312.372559,61.514091,478.704102,379.19696,54.672142,511.691803,381.917908,52.943775,537.353394,370.644714,51.864742,24
15281,'2016/10/08 15:59:01:548',549,470.80072,351.375397,56.717548,460.99231,312.556335,61.426029,477.961548,379.081146,54.65514,510.96106,381.769409,53.002308,536.685242,370.555664,51.882717,24
15282,'2016/10/08 15:59:01:596',549,470.767578,351.404327,56.691467,461.120911,312.943787,61.384853,477.870972,379.087158,54.654491,510.902649,381.784882,52.999977,536.638184,370.574493,51.87706,24
15283,'2016/10/08 15:59:01:644',549,470.712708,351.454956,56.620373,461.109314,313.423401,61.33979,477.897736,379.168488,54.634758,511.015625,381.865021,52.948013,536.719727,370.604675,51.856049,24
15284,'2016/10/08 15:59:01:695',549,469.060547,351.039795,56.588417,460.921814,313.495728,61.25473,477.523621,379.080597,54.763721,510.794861,381.732422,53.088493,536.583435,370.604462,51.82695,24
15285,'2016/10/08 15:59:01:745',549,467.492371,350.864014,56.459324,460.055054,313.527344,61.080929,476.724152,378.883728,54.838264,510.067169,381.513184,53.208763,536.101135,370.508301,51.867455,24
15286,'2016/10/08 15:59:01:796',549,465.160065,350.565826,56.334194,459.338959,313.338379,60.918713,475.818695,378.394348,55.002666,509.256805,381.120972,53.285583,535.582825,370.190216,51.924511,24
15287,'2016/10/08 15:59:01:844',549,463.469604,350.25946,56.249008,458.719666,313.305298,60.828705,475.023254,377.788666,55.19981,508.539612,380.762665,53.27792,535.065979,369.834167,51.973095,24
15288,'2016/10/08 15:59:01:894',549,461.665588,350.131683,56.246849,457.372009,313.117218,60.83844,474.141357,377.497437,55.188282,507.652222,380.372955,53.345985,534.265503,369.47876,52.006432,24
15289,'2016/10/08 15:59:01:946',549,459.983276,350.153839,56.277359,455.996704,313.533386,60.892838,473.377075,377.549927,55.166306,506.885223,380.313324,53.439518,533.613647,369.483459,52.033813,24
15290,'2016/10/08 15:59:01:997',549,457.908173,349.917908,56.31311,454.812469,314.369141,60.943214,472.918579,377.547638,55.252113,506.511932,380.28772,53.545403,533.373901,369.545593,52.078117,24
15291,'2016/10/08 15:59:02:046',549,456.239838,348.83606,56.371014,452.621216,313.442322,61.001236,471.615967,376.505646,55.341015,505.292328,379.225922,53.673347,532.205078,368.46283,52.217091,24
15292,'2016/10/08 15:59:02:095',549,455.35495,348.308716,56.413391,451.793976,312.930511,61.052822,471.164154,376.134735,55.333794,504.828217,378.883484,53.672844,531.69928,368.047485,52.259777,24
15293,'2016/10/08 15:59:02:146',549,454.855713,348.065308,56.442139,451.178162,312.759613,61.118389,470.915771,375.972961,55.323521,504.570892,378.789856,53.616714,531.336182,367.85733,52.254906,24
15294,'2016/10/08 15:59:02:195',549,454.251953,347.924896,56.470062,450.536835,312.820435,61.155369,470.723633,375.916077,55.300823,504.368927,378.689209,53.614426,531.089844,367.70929,52.270939,24
15295,'2016/10/08 15:59:02:246',549,453.680786,347.919617,56.491039,450.015686,313.07016,61.173058,470.565033,375.910217,55.304001,504.211395,378.686401,53.610897,530.916626,367.674927,52.280293,24
15296,'2016/10/08 15:59:02:294',549,453.112366,348.016388,56.504093,449.515656,313.720215,61.179638,470.450195,376.007263,55.320309,504.082855,378.685089,53.695286,530.788696,367.773438,52.287594,24
15297,'2016/10/08 15:59:02:400',550,452.270081,348.147217,56.518517,449.191162,314.122437,61.186016,470.188904,375.986755,55.426941,503.857147,378.905243,53.664501,530.580078,367.926697,52.300854,24
15298,'2016/10/08 15:59:02:450',550,452.151733,348.491333,56.563343,448.892242,314.078064,61.216156,469.717865,376.174316,55.381866,503.325195,379.167297,53.590042,530.019043,368.079895,52.303669,24
15299,'2016/10/08 15:59:02:498',550,452.092651,348.912781,56.599297,448.32193,313.944763,61.231934,468.555634,376.256073,55.461735,502.094727,379.39624,53.627365,528.758545,368.382507,52.321609,24
15300,'2016/10/08 15:59:02:546',550,450.800476,349.200348,56.543697,447.284027,313.953461,61.1381,466.563538,376.473389,55.467766,499.989136,379.750244,53.616268,526.77655,368.833588,52.272877,24
15301,'2016/10/08 15:59:02:596',550,448.019226,349.744507,56.423584,444.658478,314.271484,61.010372,464.021973,376.838745,55.387177,497.418274,380.092102,53.527401,524.198914,369.1745,52.172611,24
15302,'2016/10/08 15:59:02:650',550,443.536224,350.133728,56.443008,439.648621,314.238281,61.057182,459.275879,377.136139,55.364609,492.62793,380.369385,53.517609,519.485229,369.35434,52.229904,24
15303,'2016/10/08 15:59:02:697',550,437.509064,350.262512,56.318485,432.966431,314.462128,60.985123,453.612701,377.519165,55.275402,487.061676,380.660797,53.466972,513.903076,369.576111,52.218838,24
15304,'2016/10/08 15:59:02:747',550,433.263,350.658142,56.212463,427.568512,315.224792,60.964203,449.687225,378.129395,55.293587,483.11322,380.988281,53.595753,509.899506,369.935974,52.214153,24
15305,'2016/10/08 15:59:02:796',550,430.888855,350.875916,56.146606,425.382477,315.788513,60.950897,447.929535,378.228088,55.477409,481.415985,380.82782,53.910011,508.413513,370.228882,52.273689,24
15306,'2016/10/08 15:59:02:846',550,428.041504,348.828796,55.90443,424.163605,315.791748,60.934109,446.892395,377.656189,55.771805,480.503296,380.552795,54.083992,507.973755,370.197327,52.392242,24
15307,'2016/10/08 15:59:02:898',550,426.594788,347.615784,55.721184,423.203491,315.518616,60.907116,447.00293,377.226135,55.929092,480.827393,380.081909,54.232029,508.494812,370.079163,52.434483,24
15308,'2016/10/08 15:59:02:947',550,426.497528,347.759155,55.640472,422.408081,315.343018,60.923073,447.055084,377.003296,55.926971,480.964996,379.817932,54.263626,508.86261,370.006439,52.413975,24
15309,'2016/10/08 15:59:02:995',550,426.387848,347.807617,55.549149,421.835999,314.936981,60.950073,447.289795,376.692841,55.881691,481.357361,379.113892,54.401897,509.443909,369.75,52.3876,24
15310,'2016/10/08 16:02:17:892',551,338.22345,321.812897,52.127407,304.350555,309.057617,61.019939,320.358795,317.626953,63.488728,374.28891,352.023743,52.500317,404.893616,345.286652,52.448479,11
15311,'2016/10/08 16:02:17:942',551,338.065674,321.397583,52.184132,304.843048,308.027649,61.028915,320.258301,316.968384,63.451916,373.82309,351.517487,52.515331,404.539063,344.919678,52.454174,11
15312,'2016/10/08 16:02:18:794',552,330.657135,318.968567,51.062973,302.049683,313.46048,60.111206,321.142181,320.110535,62.864098,375.417572,354.649414,52.181877,406.167816,347.868958,52.13007,11
15313,'2016/10/08 16:02:18:844',552,330.207458,318.874939,51.071995,302.853668,313.539398,60.007473,321.841278,320.151581,62.759899,375.922272,354.800903,52.07793,406.709686,348.054382,52.028683,11
15314,'2016/10/08 16:02:18:894',552,329.956329,318.811523,51.087257,303.127411,313.557739,59.983257,322.048859,320.182861,62.734032,376.051941,354.855194,52.050232,406.861664,348.125854,52.004517,11
15315,'2016/10/08 16:02:18:944',552,329.312927,318.677063,51.120163,303.41745,313.56665,59.948563,322.239594,320.230438,62.692261,376.156433,354.923187,52.012352,406.996307,348.212646,51.972816,11
15316,'2016/10/08 16:02:18:992',552,328.912231,318.570068,51.12978,303.565735,313.592773,59.929359,322.293579,320.302307,62.669235,376.190765,354.99234,51.990574,407.052368,348.294739,51.957291,11
15317,'2016/10/08 16:02:19:042',552,328.677094,318.494568,51.132034,303.673981,313.588623,59.914505,322.317749,320.322906,62.652737,376.198456,355.030365,51.973793,407.072998,348.346619,51.94313,11
15318,'2016/10/08 16:02:19:092',552,327.770966,317.86557,51.058769,303.867371,313.571838,59.906364,322.389771,320.325989,62.646107,376.230011,355.061584,51.958839,407.128204,348.415649,51.927727,11
15319,'2016/10/08 16:02:19:142',552,327.379364,317.54895,51.024731,303.887939,313.545837,59.911381,322.390015,320.348511,62.654106,376.218597,355.086975,51.960072,407.132782,348.457458,51.93148,11
15320,'2016/10/08 16:02:19:194',552,327.641327,317.83548,51.108353,303.834106,313.432495,59.909676,322.394745,320.343811,62.654495,376.189026,355.106812,51.951946,407.126556,348.49823,51.927677,11
15321,'2016/10/08 16:02:19:243',552,327.789276,317.995911,51.144909,303.854065,313.343353,59.903755,322.390625,320.350647,62.647911,376.132568,355.124939,51.934494,407.101837,348.546753,51.915882,11
15322,'2016/10/08 16:02:19:293',552,327.646851,317.848633,51.110577,303.837585,313.297058,59.899368,322.38678,320.343903,62.650581,376.076569,355.133972,51.920689,407.070587,348.580261,51.904942,11
15323,'2016/10/08 16:02:19:342',552,327.641663,317.797607,51.096451,303.817749,313.273254,59.901291,322.381104,320.335419,62.661781,376.051453,355.138306,51.917191,407.05896,348.595062,51.903488,11
15324,'2016/10/08 16:02:19:393',552,327.753815,317.697815,51.086151,303.713593,313.204773,59.924675,322.378143,320.35614,62.684971,376.0289,355.12439,51.923721,407.053284,348.591003,51.911236,11
15325,'2016/10/08 16:02:19:444',552,327.961761,317.371704,51.04911,303.763031,312.871033,59.920582,322.718323,320.012634,62.693604,376.195709,354.948792,51.944729,407.232574,348.428162,51.922333,11
15326,'2016/10/08 16:02:19:494',552,328.07135,317.197845,51.037483,304.007568,312.861755,59.90313,323.042419,319.775818,62.685303,376.405792,354.800293,51.952156,407.438385,348.276154,51.919662,11
15327,'2016/10/08 16:02:19:542',552,328.251709,317.119415,51.039886,304.364899,312.976013,59.883068,323.375793,319.549133,62.671097,376.7771,354.511871,51.955563,407.732605,347.910706,51.899029,11
15328,'2016/10/08 16:02:19:592',552,328.303772,317.164368,51.0438,304.358795,313.052765,59.894436,323.416901,319.613892,62.681007,376.888763,354.488403,51.953014,407.807831,347.847809,51.891628,11
15329,'2016/10/08 16:02:19:642',552,327.995331,317.071045,51.05394,303.968445,313.022522,59.914639,323.113342,319.430481,62.693783,377.030945,354.244659,51.969715,407.844604,347.489044,51.902748,11
15330,'2016/10/08 16:02:19:693',552,327.849487,316.949158,51.114021,303.528748,312.801941,59.961388,322.756073,319.157837,62.743542,377.183075,353.985962,52.027744,407.894318,347.134216,51.961693,11
15331,'2016/10/08 16:02:19:748',552,327.928314,316.926239,51.100647,303.487274,312.568176,59.942154,322.806122,318.914551,62.733471,377.225769,353.976593,52.016666,407.924927,347.112793,51.952923,11
15332,'2016/10/08 16:02:19:793',552,328.00119,316.84668,51.071148,303.469604,312.446228,59.939728,322.848145,318.697357,62.752052,377.267975,354.005127,52.008503,407.961304,347.129517,51.94912,11
15333,'2016/10/08 16:02:19:844',552,327.933807,316.664673,51.050629,303.335175,312.349701,59.947998,322.906433,318.512817,62.788986,377.490967,354.025757,51.986656,408.169556,347.118835,51.941914,11
15334,'2016/10/08 16:02:19:894',552,328.064758,316.202332,51.102173,303.180786,311.725037,59.979713,322.937195,317.961151,62.83374,377.811432,353.527893,51.973225,408.469238,346.589142,51.949223,11
15335,'2016/10/08 16:02:19:943',552,328.338989,315.771606,51.103878,303.288513,311.081085,60.000446,323.193787,317.455688,62.855175,378.029053,353.144958,51.950054,408.689911,346.200806,51.935486,11
15336,'2016/10/08 16:02:19:992',552,328.312256,315.457031,51.081863,303.211395,310.771606,59.98531,323.210327,317.000488,62.848633,378.170349,352.831543,51.94384,408.806702,345.855103,51.9319,11
15337,'2016/10/08 16:02:20:043',552,328.463867,315.062805,51.038498,303.682678,310.387146,59.984741,323.698547,316.669128,62.839119,378.683197,352.560181,51.907963,409.292297,345.527008,51.899445,11
15338,'2016/10/08 16:02:20:094',552,328.237,314.758667,50.986317,303.880035,310.237915,59.99538,323.77655,316.529572,62.84552,378.936035,352.513428,51.886177,409.521637,345.428589,51.88525,11
15339,'2016/10/08 16:02:20:144',552,327.918274,314.546814,51.019634,303.509949,310.005615,60.088707,323.384766,316.28772,62.939411,378.895508,352.381622,51.921402,409.436035,345.233459,51.934555,11
15340,'2016/10/08 16:02:20:193',552,327.851013,314.236877,51.282299,302.657623,309.730591,60.382019,322.353333,316.225983,63.191185,378.35321,351.879944,52.109863,408.864716,344.702148,52.147324,11
15341,'2016/10/08 16:02:20:244',552,328.583801,314.300507,51.366627,302.737061,309.470093,60.470539,322.231873,315.993835,63.253647,378.2146,351.629974,52.166496,408.753723,344.475708,52.201939,11
15342,'2016/10/08 16:02:20:294',552,329.830017,314.628418,51.484947,302.9328,309.181885,60.563114,322.099152,315.729614,63.317841,377.994507,351.297607,52.2402,408.582611,344.180359,52.270164,11
15343,'2016/10/08 16:02:20:342',552,331.689514,315.445831,51.602753,303.194153,308.895935,60.602871,322.113586,315.433746,63.33815,377.777679,351.003052,52.281864,408.45874,343.928131,52.31472,11
15344,'2016/10/08 16:02:20:393',552,331.947449,315.434875,51.613167,303.274323,308.62146,60.605057,322.075592,315.37677,63.329685,377.58786,350.832214,52.291656,408.333984,343.803955,52.326771,11
15345,'2016/10/08 16:02:20:442',552,331.927063,315.386597,51.628265,303.0896,308.413696,60.618122,321.854095,315.376099,63.338089,377.283295,350.727051,52.307098,408.065063,343.733215,52.346363,11
15346,'2016/10/08 16:02:20:496',552,331.931244,315.399445,51.66048,302.776489,308.08783,60.631104,321.508942,315.339844,63.343872,376.722473,350.592224,52.326393,407.562653,343.662476,52.368813,11
15347,'2016/10/08 16:02:20:546',552,331.959625,315.449463,51.679935,302.676483,307.940491,60.635124,321.442688,315.397888,63.343822,376.529907,350.546692,52.332455,407.398499,343.648926,52.375683,11
15348,'2016/10/08 16:02:20:593',552,331.950623,315.532715,51.70845,302.589417,307.759521,60.628757,321.375153,315.41864,63.334541,376.208496,350.544617,52.329559,407.130615,343.720947,52.368359,11
15349,'2016/10/08 16:02:20:643',552,331.92041,315.702515,51.725487,302.360321,307.819397,60.608715,321.26712,315.516022,63.32233,375.764526,350.715271,52.320572,406.763977,343.98468,52.361347,11
15350,'2016/10/08 16:02:20:695',552,331.907654,315.847443,51.704647,301.933228,307.969238,60.541286,321.176025,315.721802,63.274593,375.335114,350.888489,52.297844,406.413574,344.249756,52.336544,11
15351,'2016/10/08 16:02:20:744',552,331.560791,316.011414,51.642433,301.315582,308.339844,60.378166,320.98407,315.801392,63.178516,374.807281,351.128265,52.267109,405.958374,344.573792,52.299076,11
15352,'2016/10/08 16:02:20:795',552,331.414429,316.385071,51.544006,301.096893,308.712097,60.185776,320.894775,315.764709,63.038033,374.483826,351.442505,52.201122,405.70282,344.955383,52.230698,11
15353,'2016/10/08 16:02:20:847',552,330.744843,316.695465,51.464466,300.858063,309.291199,60.095177,320.669647,316.152222,62.962692,374.147339,351.864929,52.134304,405.405457,345.388245,52.170353,11
15354,'2016/10/08 16:02:20:896',552,329.886475,316.773224,51.422787,300.72345,309.639984,60.066235,320.53717,316.515778,62.937782,373.931366,352.191101,52.092506,405.205475,345.722656,52.130795,11
15355,'2016/10/08 16:02:20:946',552,329.502686,316.808929,51.40971,300.649963,309.826294,60.05941,320.473663,316.707031,62.933479,373.873871,352.347717,52.076393,405.160522,345.875,52.119598,11
15356,'2016/10/08 16:02:20:995',552,329.336731,316.923279,51.397278,300.557404,309.997284,60.052036,320.408539,316.877869,62.931564,373.83374,352.492615,52.065552,405.132477,346.015411,52.113724,11
15357,'2016/10/08 16:02:21:044',552,329.192566,316.960144,51.39151,300.384155,309.998688,60.051422,320.238495,316.844879,62.930862,373.770325,352.478271,52.075485,405.051971,345.975769,52.122265,11
15358,'2016/10/08 16:02:21:098',552,329.021332,316.988647,51.373867,300.395874,310.22226,60.06213,320.29834,317.104187,62.944443,373.815887,352.663513,52.07214,405.094421,346.153778,52.120934,11
15359,'2016/10/08 16:02:21:144',552,328.901733,317.123901,51.367409,300.31665,310.443665,60.062019,320.343506,317.37207,62.951138,373.854645,352.86554,52.064766,405.128754,346.339508,52.118061,11
15360,'2016/10/08 16:02:21:195',552,328.524017,317.227295,51.317593,299.970001,310.805817,60.058098,320.185608,317.757202,62.955765,373.87146,353.183594,52.061958,405.106079,346.607605,52.116337,11
15361,'2016/10/08 16:02:21:245',552,327.682922,317.078339,51.187241,299.827026,311.618408,60.091385,320.230957,318.495544,62.986485,374.259064,353.760742,52.077,405.386932,347.065735,52.121517,11
15362,'2016/10/08 16:02:21:293',552,327.179749,317.192139,51.089523,299.955261,312.000763,60.104477,320.40271,319.009125,62.9776,374.715088,354.256958,52.082703,405.725067,347.453674,52.107185,11
15363,'2016/10/08 16:02:21:344',552,326.569824,317.172302,50.997726,300.319275,312.178528,60.027199,320.615845,319.11438,62.889763,374.849396,354.558075,52.034412,405.842468,347.755371,52.048748,11
15364,'2016/10/08 16:02:21:393',552,326.157959,317.436859,51.022232,300.287506,312.411896,59.991463,320.328522,319.31543,62.851604,374.5914,354.773743,51.998562,405.569763,347.988159,52.010349,11
15365,'2016/10/08 16:02:21:443',552,327.641907,318.456116,51.022614,299.957764,312.649933,59.972229,319.84552,319.438049,62.823719,374.309265,354.947052,51.96822,405.231598,348.115479,51.974411,11
15366,'2016/10/08 16:02:21:495',552,329.595764,320.110748,51.03207,299.901276,312.861023,59.965443,319.3974,319.726074,62.799885,374.235931,355.300232,51.936047,405.064301,348.368622,51.947117,11
15367,'2016/10/08 16:02:21:545',552,330.097748,320.556,50.978745,300.427124,312.193268,59.980721,319.136169,319.776855,62.766716,374.024811,355.448914,51.906525,404.84021,348.510193,51.922436,11
15368,'2016/10/08 16:02:21:596',552,330.81485,320.966095,50.937809,300.925598,311.459229,59.995262,319.029236,319.648254,62.735516,373.788391,355.465271,51.894028,404.610992,348.548218,51.914017,11
15369,'2016/10/08 16:02:21:645',552,331.721863,321.91748,50.935596,300.870544,311.631531,59.933002,318.742249,319.651428,62.667923,373.518463,355.638611,51.848007,404.328217,348.706543,51.88171,11
